"size_code","width_mm","aspect_ratio_pct","rim_in","unloaded_diameter_mm","unloaded_radius_mm","unloaded_circumference_mm","dynamic_factor","expected_rolling_radius_mm","expected_effective_circumference_mm","source","notes"
"185/55R15","185","55","15","584.5","292.25","1836.261","0.97","283.483","1781.173","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/55R16","185","55","16","609.9","304.95","1916.057","0.97","295.802","1858.576","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/55R17","185","55","17","635.3","317.65","1995.854","0.97","308.121","1935.978","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/55R18","185","55","18","660.7","330.35","2075.65","0.97","320.44","2013.381","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/55R19","185","55","19","686.1","343.05","2155.447","0.97","332.759","2090.783","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/60R12","185","60","12","526.8","263.4","1654.991","0.97","255.498","1605.341","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/60R13","185","60","13","552.2","276.1","1734.787","0.97","267.817","1682.744","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/60R14","185","60","14","577.6","288.8","1814.584","0.97","280.136","1760.146","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/60R15","185","60","15","603","301.5","1894.38","0.97","292.455","1837.549","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/60R16","185","60","16","628.4","314.2","1974.177","0.97","304.774","1914.952","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/60R17","185","60","17","653.8","326.9","2053.973","0.97","317.093","1992.354","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/65R12","185","65","12","545.3","272.65","1713.11","0.97","264.471","1661.717","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/65R13","185","65","13","570.7","285.35","1792.907","0.97","276.79","1739.12","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/65R14","185","65","14","596.1","298.05","1872.703","0.97","289.109","1816.522","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/65R15","185","65","15","621.5","310.75","1952.5","0.97","301.428","1893.925","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/65R16","185","65","16","646.9","323.45","2032.296","0.97","313.747","1971.327","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/65R17","185","65","17","672.3","336.15","2112.093","0.97","326.066","2048.73","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/70R10","185","70","10","513","256.5","1611.637","0.97","248.805","1563.288","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/70R12","185","70","12","563.8","281.9","1771.23","0.97","273.443","1718.093","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/70R13","185","70","13","589.2","294.6","1851.026","0.97","285.762","1795.496","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/70R14","185","70","14","614.6","307.3","1930.823","0.97","298.081","1872.898","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/70R15","185","70","15","640","320","2010.619","0.97","310.4","1950.301","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/70R16","185","70","16","665.4","332.7","2090.416","0.97","322.719","2027.703","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/75R10","185","75","10","531.5","265.75","1669.756","0.97","257.778","1619.664","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/75R12","185","75","12","582.3","291.15","1829.349","0.97","282.416","1774.469","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/75R13","185","75","13","607.7","303.85","1909.146","0.97","294.735","1851.871","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/75R14","185","75","14","633.1","316.55","1988.942","0.97","307.054","1929.274","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/75R15","185","75","15","658.5","329.25","2068.739","0.97","319.373","2006.677","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/75R16","185","75","16","683.9","341.95","2148.535","0.97","331.692","2084.079","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/80R10","185","80","10","550","275","1727.876","0.97","266.75","1676.04","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/80R12","185","80","12","600.8","300.4","1887.469","0.97","291.388","1830.845","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/80R13","185","80","13","626.2","313.1","1967.265","0.97","303.707","1908.247","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/80R14","185","80","14","651.6","325.8","2047.062","0.97","316.026","1985.65","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/80R15","185","80","15","677","338.5","2126.858","0.97","328.345","2063.052","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"185/80R16","185","80","16","702.4","351.2","2206.655","0.97","340.664","2140.455","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/45R14","195","45","14","531.1","265.55","1668.5","0.97","257.584","1618.445","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/45R15","195","45","15","556.5","278.25","1748.296","0.97","269.903","1695.847","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/45R16","195","45","16","581.9","290.95","1828.093","0.97","282.222","1773.25","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/45R17","195","45","17","607.3","303.65","1907.889","0.97","294.541","1850.653","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/45R18","195","45","18","632.7","316.35","1987.686","0.97","306.86","1928.055","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/45R19","195","45","19","658.1","329.05","2067.482","0.97","319.179","2005.458","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/50R13","195","50","13","525.2","262.6","1649.964","0.97","254.722","1600.466","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/50R14","195","50","14","550.6","275.3","1729.761","0.97","267.041","1677.868","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/50R15","195","50","15","576","288","1809.557","0.97","279.36","1755.271","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/50R16","195","50","16","601.4","300.7","1889.354","0.97","291.679","1832.673","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/50R17","195","50","17","626.8","313.4","1969.15","0.97","303.998","1910.076","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/50R18","195","50","18","652.2","326.1","2048.947","0.97","316.317","1987.478","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/55R14","195","55","14","570.1","285.05","1791.022","0.97","276.499","1737.291","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/55R15","195","55","15","595.5","297.75","1870.818","0.97","288.818","1814.694","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/55R16","195","55","16","620.9","310.45","1950.615","0.97","301.137","1892.096","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/55R17","195","55","17","646.3","323.15","2030.411","0.97","313.456","1969.499","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
"195/55R18","195","55","18","671.7","335.85","2110.208","0.97","325.775","2046.902","geometric_estimate","Nominal geometry estimate with explicit dynamic factor; not measured or certified tire data."
